¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¿w¦æ¸ô358¤§1«Ñ1~30¸¹,15.42,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,005,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831101,77.72,2,1,1,¦³,¦³,2300000,29593,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±ö¤tªF¸ô¥|¬q91~120¸¹,4.17,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,017,®M©Ð(1©Ð1ÆU1½Ã),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0831222,43.8,1,1,1,¦³,¦³,1550000,35388,,0.0,0
¥_°Ï,¤g¦a,¤ô·½¬q361~390¦a¸¹,43.0,¦í,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,37209,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï±ö«Fµó571~600¸¹,68.5,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¥[±j¿j³y,0590509,70.14,2,1,1,¦³,µL,4000000,57029,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¸k»·¸ô¤@¬q1~30¸¹,22.46,°Ó,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870928,227.72,5,2,2,¦³,¦³,12500000,54892,©Y¹D¥­­±,26.88,0
¥_¤Ù°Ï,¤g¦a,¤¯©M¬q1351~1380¦a¸¹,345.6,¨ä¥L,,,10304,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,16727000,48400,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï©M¥­¨½ªF¤s¸ô¤@¬q361~390¸¹,171.43,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030123,266.15,4,3,5,¦³,µL,19000000,71388,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¿à§ø¨½¶i¤Æ¥_¸ô361~390¸¹,15.27,°Ó,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841215,209.52999999999997,4,2,2,¦³,¦³,10000000,47726,¤É­°¾÷±ñ,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤­±`¨½¬h¤tªF¸ô¥|¬q91~120¸¹,34.58,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690423,96.2,2,2,1,¦³,¦³,5500000,57173,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¶¶¨½¬h¶§¦èµó97«Ñ1~30¸¹,26.63,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701008,90.18,3,2,2,¦³,µL,3550000,39366,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q661~690¸¹,4.77,°Ó,,,10303,¤g¦a1«Øª«2¨®¦ì0,¤Q¤T¼h,024,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841124,67.01,1,1,1,¦³,¦³,2760000,41188,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­xºaµó12«Ñ1~30¸¹,65.08,¦í,,,10304,¤g¦a3«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940623,179.83,4,3,3,¦³,µL,10800000,60057,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤å¤ß¸ô¥|¬q181~210¸¹,6.82,¨ä¥L,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,014,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951225,65.60000000000001,1,1,1,¦³,¦³,4450000,67835,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¤»¸ô¤@¬q30«Ñ1~30¸¹,19.31,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800827,118.39,3,2,2,¦³,¦³,5400000,45612,©Y¹D¾÷±ñ,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï©|¼wµó181~210¸¹,27.59,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690211,94.06,4,0,1,¦³,µL,4600000,48905,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏªF¥úªFµó61~90¸¹,8.3,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¤»¼h,016,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831214,66.45,2,1,1,¦³,¦³,1350000,20316,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥_¤Ù¸ô211~240¸¹,19.01,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880611,135.7,3,2,2,¦³,¦³,5500000,40531,©Y¹D¥­­±,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ñ¬z¸ô¥|¬q280«Ñ1~30¸¹,30.64,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770103,118.05,3,2,2,¦³,¦³,3300000,27954,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q415«Ñ40§Ë1~30¸¹,24.23,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830630,160.35000000000002,3,2,2,¦³,¦³,7500000,46773,©Y¹D¥­­±,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥_¥­¸ô¤T¬q61~90¸¹,4.79,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,009,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850308,45.93000000000001,1,1,1,¦³,¦³,1700000,37013,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¼w¸ô61~90¸¹,88.0,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0690111,180.56,5,3,3,¦³,µL,14600000,80860,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¸ô¤G¬q160«Ñ4§Ë1~30¸¹,22.38,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831005,135.58,3,2,2,¦³,¦³,2800000,20652,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤å¤Æµó1~30¸¹,13.61,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860226,137.15,3,2,2,¦³,¦³,6600000,48122,©Y¹D¾÷±ñ,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¸k»·¸ô¤@¬q1~30¸¹,17.52,¦í,,,10304,¤g¦a2«Øª«1¨®¦ì1,¤G¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880713,154.38,4,2,2,¦³,¦³,8080000,52338,©Y¹D¥­­±,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°ê·çµó121~150¸¹,29.0,¦í,,,10304,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó¡A¦a¤U¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0750731,115.0,1,1,1,¦³,µL,2810000,24435,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¿ñ¹ç¸ô¤@¬q606«Ñ1~30¸¹,38.81,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¥þ,013,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0800119,214.88,3,2,2,¦³,µL,7000000,32576,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q150«Ñ1~30¸¹,127.0,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0651227,208.83,2,3,2,¦³,µL,18100000,86673,,0.0,0
«n¤Ù°Ï,¤g¦a,¥x¦w¬q301~330¦a¸¹,131.0,¹A,,,10303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,15267,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô121~150¸¹,9.84,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991119,119.78,2,2,1,¦³,¦³,8700000,72633,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏÄ_¼yµó30«Ñ1~30¸¹,13.82,°Ó,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830509,151.11,3,2,2,¦³,¦³,7500000,49633,©Y¹D¾÷±ñ,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï©¾«i¸ô1~30¸¹,22.78,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830328,141.04,3,2,2,¦³,¦³,5350000,37933,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏÄ_¼yµó18«Ñ1~30¸¹,16.0,°Ó,,,10302,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0930330,136.62,3,2,2,¦³,¦³,9600000,70268,©Y¹D¥­­±,13.99,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï­^¤h¸ô1~30¸¹,13.34,°Ó,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980902,117.1,2,2,1,¦³,¦³,6800000,58070,©Y¹D¥­­±,31.32,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¥ÁÅv¸ô391~420¸¹,33.34,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700708,118.79,3,2,2,¦³,µL,5000000,42091,,0.0,0
¦è¤Ù°Ï,¤g¦a,¶¶¦w¬q31~60¦a¸¹,294.5,¹A,,,10304,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,20664000,70166,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°ÏÀ­ªF¸ô901~930¸¹,7.79,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,011,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810115,44.83,1,1,1,¦³,¦³,1708000,38099,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦Üµ½¸ô241~270¸¹,2.8,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,014,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870428,30.939999999999998,0,0,0,µL,¦³,1800000,58177,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤j²»µó1~30¸¹,59.74,¦í,,,10301,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,012,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0851118,448.53,11,0,1,¦³,¦³,18600000,41469,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¬¥¶§¸ô125«Ñ31~60¸¹,24.83,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,009,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880430,166.31,3,2,2,¦³,¦³,12100000,72756,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤u·~°Ï¤T¤Q¤K¸ô38«Ñ1~30¸¹,12.9,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0810721,91.73,4,0,1,¦³,¦³,4100000,44696,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏºÖ¶¶¸ô841~870¸¹,17.41,¦í,,,10304,¤g¦a2«Øª«1¨®¦ì1,¤Q¤T¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831108,116.51,3,2,2,¦³,¦³,4350000,37336,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤j¦w¦èµó1~30¸¹,7.21,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801030,40.01,0,0,0,¦³,¦³,2090000,52237,,0.0,0
¦è¤Ù°Ï,¤g¦a,ºÖ¬P¬q301~330¦a¸¹,17.26,¦í,,,10301,¤g¦a18«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,464050,26886,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏºÖ¶¶¸ô907«Ñ1~30¸¹,12.34,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,006,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830611,57.82000000000001,1,1,1,¦³,¦³,2320000,40125,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¥Ã©÷¤Gµó91~120¸¹,20.87,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0731020,80.55,3,2,1,¦³,µL,3770000,46803,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ð¤ß¨½´f¼wµó91~120¸¹,47.64,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì3,¤E¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030313,323.31,4,1,2,¦³,¦³,21280000,78367,©Y¹D¥­­±,105.36,4200000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ð¤ß¨½´f¼wµó91~120¸¹,47.64,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì3,¤Q¤@¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030313,329.63,4,1,2,¦³,¦³,21520000,78772,©Y¹D¥­­±,111.66,4350000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ð¤ß¨½´f¼wµó91~120¸¹,47.44,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì2,¤Q¥|¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030313,292.39,4,1,2,¦³,¦³,20400000,81670,©Y¹D¥­­±,74.44,2600000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ð¤ß¨½´f¼wµó91~120¸¹,50.09,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì2,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030313,305.14,4,1,2,¦³,¦³,20730000,77720,©Y¹D¥­­±,74.44,2800000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ð¤ß¨½´f¼wµó91~120¸¹,50.29,¦í,,,10212,¤g¦a1«Øª«1¨®¦ì3,¤Q¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030313,340.96000000000004,4,1,2,¦³,¦³,22500000,79948,©Y¹D¥­­±,109.56,4000000
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°ÏÄ_¤s¤@µó151~180¸¹,8.44,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830324,98.0,2,2,2,¦³,¦³,3400000,34694,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´f¤¤¸ô¤@¬q121~150¸¹,33.63,¨ä¥L,,,10303,¤g¦a1«Øª«1¨®¦ì3,¤Q¤@¼h,019,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960702,398.75,3,2,3,¦³,¦³,31880000,79950,©Y¹D¥­­±,76.53,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤å¤ß¨½¤j¼[¤»µó211~240¸¹,15.59,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,016,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811113,99.16999999999999,2,2,1,¦³,¦³,5400000,54452,©Y¹D¾÷±ñ,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï©¾«i¸ô31~60¸¹,14.23,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021017,150.03,3,2,2,¦³,¦³,8900000,59321,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤j«Hµó61~90¸¹,14.71,°Ó,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0890324,199.89,4,2,2,¦³,¦³,11000000,55030,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤T©M2«Ñ1~30¸¹,184.0,¦í,,,10303,¤g¦a2«Øª«1¨®¦ì0,¥þ,001,³z¤Ñ­í,¦í®a¥Î,¿j³y,0580627,42.92,4,2,2,¦³,µL,5500000,128145,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤­¸ô241~270¸¹,15.17,¨ä¥L,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤@¼h,025,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891117,188.14,2,2,2,¦³,¦³,25600000,136069,©Y¹D¥­­±,14.78,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¥|µó61~90¸¹,19.51,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851211,116.00999999999999,3,1,2,¦³,¦³,6660000,57409,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤T¬q511~540¸¹,33.01,¦í,,,10303,¤g¦a1«Øª«1¨®¦ì3,¤Q¤G¼h,014,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0870108,307.25,0,0,0,µL,¦³,16200000,52726,©Y¹D¥­­±,28.51,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤u·~°Ï¤@¸ô58«Ñ11§Ë1~30¸¹,4.88,¦í,,,10304,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,012,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800911,30.37,1,0,1,¦³,¦³,1255000,41324,,0.0,0
¦è¤Ù°Ï,¤g¦a,¤¤¥¿¬q271~300¦a¸¹,6.0,¨ä¥L,,,10304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,900000,150000,,0.0,0
